Name	Set	ImageFile	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Cardtext
Aladdin's Lamp	6	E-MPR-055	Addition: Field	Treasury Item	[g][1]	2			Wind	R	[Continuous] Ath the beginning of your main phase, you may reveal your hand. If you have no Spirit resonators in your hand, search your main deck for a Spirit resonator, reveal it and put it into your hand. Then shuffle your main deck
Ali Baba, the earnest worker	6	E-MPR-056	Resonator	Story/Human	[g][2]	3	700	700	Wind	C	[Activate] Rest this card : Draw a card if you have no cards in your hand
Art of sinbad	6	E-MPR-057	Spell	Chant – Instant	[g]	1			Wind	C	Prevent the next damage that would be dealt by target resonator
Barrier Field	6	E-MPR-058	Addition: Field		[g][1]	2			Wind	U	[Continuous] If damage would be dealt to you by a normal spell, prevent 200 of it
Djinn, the spirit of lamp	6	E-MPR-059	Resonator	Spirit	[g][g][2]	4	1000	1000	Wind	R	[Enter] Remove up to three target resonators you control from the game. At the end of turn, put all resonators removed this way into their owners' field
Exceed, the ancient magic	6	E-MPR-060	Spell	Chant – Instant	[g][g][1]	3			Wind	U	Cancel target spell. If you control « Fiethsing, the magus of holy wind », draw a card.
Familiar of Holy wind	6	E-MPR-061	Resonator	Familiar/Cat	[g]	1	200	200	Wind	C	[Enter] Draw a card <br/> [Activate] Pay {G}, banish this card : This card deals 300 damage to target resonator
Fiethsing, the magus of holy wind	6	E-MPR-062	Resonator	Elf/Six sages	[g][g][1]	3	500	700	Wind	SR	[Quickcast]<br/> [Enter] Prevent all damage that would be dealt by target resonator until end of turn <br/> [Activate] Rest this card : Produce one will of any attribute
Flying carpet	6	E-MPR-063	Addition: Resonator	Arcane Item	[g]	1			Wind	C	[Enter] Draw a card <br/> [Continuous] Added resonator gains [Flying]
Liberator of wind	6	E-MPR-064-r,E-MPR-064-j	Ruler				0//700	0//800	Wind	R	At the beginning of the game, search your magic stone deck for a card. Then, shuffle the rest of your magic stone deck and put that card on top of it <br> [J-Activate] Pay {1}{G}{G} // [Enter] Search your main deck for a card and put it into your hand. Then shuffle your main deck <br/> [Activate] rest this card : Draw two cards if you have no cards in your hand
Morgiana, the wise servant	6	E-MPR-065	Resonator	Story/Human	[g]	1	300	300	Wind	U	[Continuous] If you would draw a card in a phase other than draw phase, you may look at the top three cards of your main deck, put one of them into your hand and the rest on the bottom of your main deck in any order instead.
Open sesame	6	E-MPR-066	Spell	Chant – Standby	[g][g]	2			Wind	C	[Trigger] While you control « Ali Baba, the earnest worker »:Search your main deck for up two resonators, reveal them and put them into your hand. Then shuffle your main deck.
Rukh	6	E-MPR-067	Resonator	Bird	[g]	1	300	300	Wind	C	[Flying]
Sinbad, the windrider merchant	6	E-MPR-068	Resonator	Story/Human	[g][g]	2	600	600	Wind	SR	[Continuous] [Addition:Resonator] cards in your hand gain [Quickcast] <br/> [Continuous] If you would draw a card in a phase other than draw phase, you may skip drawing it instead. When you skip drawing a card this way, choose one – this card deals 300 damage to target resonator ; target resonator gains[+400/+400] until end of turn ; or destroy target addition
Stories told in 1001 nights	6	E-MPR-069	Spell	Chant – Instant	[g][g][g]	3			Wind	R	Put target resonator on top of its owner's main deck. If your J/Ruler is « Liberator of wind » or « Scheherazade, the teller of 1001 stories », remove it from the game, then search its controller's main deck,graveyard and hand for all cards with same name and remove them from the game instead. Then that player shuffles his or her main deck
Survivor of heaven castle	6	E-MPR-070	Resonator	Ancient	[g][g]	2	400	400	Wind	C	[Continuous] Whenever this card blocks or is blocked, it gains [+300/+300] until end of turn
Wind dagger	6	E-MPR-071	Addition: Resonator	Weapon	[g]	1			Wind	C	[Enter] Draw a card <br/> [Activate] Pay {G}, banish this card : This card deals 300 damage to target resonator
Wiseman of winds	6	E-MPR-072	Resonator	Elf	[g][1]	2	800	600	Wind	U	[Enter] Banish this card if you don't control another Elf
Acolyte of darkness	6	E-MPR-073	Resonator	Human	[b][1]	2	400	400	Dark	C	[Continuous] When this card is banished by [Incarnation], you may pay 400 life. If you do, draw a card.
Awakening at the end	6	E-MPR-074	Spell	Chant	[b][b][2]	4			Dark	R	All resonators gain [-700/-700] until end of turn
Bind of gravity	6	E-MPR-075	Addition: Resonator		[b]	1			Dark	C	[Enter] Rest added resonator <br/> [Continuous] Added resonator cannot recover during recovery phase <br/> [Activate]  Pay {3} : Recover added resonator
Black miasma	6	E-MPR-076	Spell	Chant – Instant	[b]	1			Dark	C	Target resonator gains [+300/+300] until end of turn if it's darkness. Otherwise, it gains [-300/-300] until end of turn
Black moon	6	E-MPR-077	Addition: Field	Moon	[b][b][2]	4			Dark	U	[Continuous] At the beginning of your main phase, put target Cthulhu non-spell card from your graveyard into your field. It gains [Swiftness] until end of turn. If it would leave your field this turn, remove it from the game instead. At the end of turn, remove it from the game <br/> [Continuous] When this card is put into a graveyard from your field, you lose 1000 life
Byakhee, the winged lady	6	E-MPR-078	Resonator	Cthulhu	[b][b][3]	5	900	900	Dark	R	[Flying] <br/> [Incarnation] {B}{B} <br/>[Activate] Rest this card : Target resonator gains [+900/+900] and [Flying] until end of turn. When that resonator is destroyed this turn, banish this card
Call of Cthullu	6	E-MPR-079	Spell	Chant – Standby	[b][1]	2			Dark	C	[Trigger] While you have five or more Cthulhu cards in your graveyard : Put target Cthulhu non-spell card from your graveyard into your field
Fiend of dark pyre	6	E-MPR-080-r,E-MPR-080-j	Ruler				0//0	0//1200	Dark	R	[J-activate] Pay {0} Play this ability only if you put a Cthulhu into a field this turn // [Enter] Your opponent banishes a non-Cthulhu resonator <br/> [Continuous] This card's ATK is equal to  total ATK of Cthulhu resonators you control
Hyde, the chaos	6	E-MPR-081	Resonator	Human	[b][b]	2	500	500	Dark	U	[Enter] Your opponent loses 200 life <br/> [Activate] Pay {W}, banish this card : Search your main deck for a card named « Jekyll, the order » and put it into your field. This triggers its [Enter] ability. Then shuffle your main deck
King in Yellow	6	E-MPR-082	Resonator	Cthulhu/Avatar	[b][1]	2	400	400	Dark	C	[Continuous] When this card is put into a graveyard from your field, search your main deck for a card named « King in Yellow », reveal it and put it into your hand. Then shuffle your main deck.
Phantasm of void	6	E-MPR-083	Resonator	Fantaisy	[b]	1	300	300	Dark	C	if you control  ''Zero, the magus of Null'', you may pay {B} less to play this card.
Shantak	6	E-MPR-084	Resonator	Cthulhu	[b]	1	200	200	Dark	C	[Continuous] When this card is put into a graveyard from your field, you may discard a card. If you do, put this card from your graveyard into your hand
Sheharyar, the distrust king	6	E-MPR-085	Resonator	Nightmare/Human	[b][2]	3	900	700	Dark	U	[Continuous] At the end of your turn, if no resonator you control attacked this turn, banish another resonator
Shining Trapezohedron	6	E-MPR-086	Addition: Field	Relic	[b][1]	2			Dark	R	[Continuous] Cthulhu you control gain [+200/+200] <br/> [Activate] Pay {B}, banish this card : Put the top five cards of your main deck into your graveyard
Void Blast	6	E-MPR-087	Spell	Chant – Instant	[b][b][1]	3			Dark	U	If you control « Zero, the magus of Null », you may pay {B}{1} less to play this card. Remove target resonator from the game.
Yellow sign	6	E-MPR-088	Addition: Resonator		[b][1]	2			Dark	C	[Continuous] Added resonator gains [-300/-300]. At the end of turn, this card deals 300 damage to added resonator's controller.
Yog-Sothoth, the dark myth	6	E-MPR-089	Resonator	Cthulhu	[b][b][b][5]	8	1500	1500	Dark	SR	[Incarnation]{B},{R}or{B},{R}or{B} <br/> [Pierce] <br/> [Enter] Destroy all resonators with total cost 2 or less
Zero, the magus of null	6	E-MPR-090	Resonator	Human/Six sages	[b][b][1]	3	700	500	Dark	SR	[Quickcast] <br/> [Enter] Resonators your opponent controls gain [-200/-200] and lose [Flying] until end of turn.
Alice, the guardian of dimension	6	E-MPR-091	Resonator	Wanderer/Human	[w][u][1]	3	700	700	Light/Water	R	[Flying] <br/> [Activate] Pay {U}:Target resonator you control cannot be targeted by spells or abilities your opponent controls until end of turn <br/> [Activate],Pay {W}, rest this card : Remove this card and target resonator from the game.
Apollobreak, the moon blast	6	E-MPR-092	Spell	Chant – Instant	[w][u]	2			Light/Water	R	Put target resonator on top of its owner's main deck. [Awakening] {M}{M} : If your J/Ruler is « Moon princess of stellar wars » or « Kaguya, the immortal princess », put target resonator on bottom of its owner's main deck and draw a card instead.
Flame of outer world	6	E-MPR-093	Spell	Chant – Instant	[b][r]	2			Dark/Fire	R	This card deals 800 damage to target J/resonator. Players cannot chase to this card.
Gherta, the tear of Passion	6	E-MPR-094	Resonator	Fairy Tale/Human	[u][r]	2	600	600	Water/Fire	R	[Activate] Remove from a counter from a card you control : This card gains [swiftness],[Flying] or [Target attack] until end of turn.
Giovanni, the lonely child	6	E-MPR-095	Resonator	Human	[u][g]	2	600	600	Water/Wind	R	[Enter] If you don't control other resonators, search your main deck for a card named « Campanella, the Milky Way Moon », reveal it and put it into your hand. Then shuffle your main deck.
Hastur, the unspeakable	6	E-MPR-096	Resonator	Cthulhu	[b][r][2]	4	700	500	Dark/Fire	R	[Incantation] {R}or{B}, {R}or{B} (You may banish any combination of two fire or darkness resonators rather than pay this card's cost) <br/> [Enter] Destroy target resonator with no addition
Seth, the Arbiter	6	E-MPR-097	Resonator	Human	[w][b][1]	3	600	600	Light/Darkness	R	[Continuous] Whenever your opponent discards a card, draw a card. <br/> [Continuous] Whenever a resonator is put into a graveyard from your opponent's field, put target resonator from your graveyard into your hand
Little Red, the Pure Stone	6	E-MPR-098	Special Magic Stone/True Magic Stone							SR	As this card comes into a magic stone area, choose an attribute. <br/> [Activate] Rest this card : Produce one will of the chosen attribute. <br/> [Activate] Rest this card : Target Resonator that shares an attribute with the chosen attribute gains [+200/+200] until end of turn <br/> When you control two or more true magic stones with same name, banish all but one of them
Magic stone of moon light	6	E-MPR-099	Special Magic Stone							R	[Activate] Rest this card : Produce {M} <br/> [Activate] Rest this card : Produce one will of any color that you can produce with a magic stone you control
Magic stone of moon shade	6	E-MPR-100	Special Magic Stone							R	[Activate] Rest this card : Produce {M} <br/> [Activate] Rest this card and pay 200 life : Produce {w},{r}{u},{g} or {b}
Flamemane	PR	pr008	Resonator	Lion	[r][r][3]	5	1000	800	Fire	PR	[Continuous] Resonators with total cost three or less cannot attack or block this card. Players cannot choose this card as a target for an ability of a resonator with total cost three or less.<br />[Continuous] This card cannot attack or block resonators with total cost three or less.
Trading Gold	PR	pr014	Spell	Chant	[w][w]	2			Light	PR	[Continuous] Whenever this card blocks an attack against [Race: Treeman] or [Race:Divine Tree], it gains [+400/+400] until end of turn.<br />[Continuous] At the end of turn, recover this if you have [Race:Divine Tree] card in your field.
Volcanic Djinn	PR	pr015	Resonator	Evil Spirit	[r][r][3]	5	1000	600	Fire	PR	[Continuous] As long your life is 1000 or less, all damagedealt by <Activate> abilities deals that much [+200 damage instead. <br/> [Activate] Banish a recovered card in your magic stone area : This card deals 300 damage to target resonator
Evil Emperor Tree of Soul Draining	PR	pr017	Resonator	Divine Tree	[g][g][g][2]	5	400	800	Wind	PR	[Target Attack]<br />[Continuous] When this card destroys a resonator by its battle damage, add the resonator card onto this card as an [Addition:Resonator] with no text.<br />[Continuous] This card gains [+300/+0] for each addition card on it.
Force of Will	PR	pr019	Magic Stone							PR	[Activate] {Rest}: Produce {1}. This will is not treated as a specific Attribute.
Swordsman of Alfr	PR	pr025	Resonator	Elf	[g][2]	3	600	400	Wind	PR	[Break] Put this card into your hand.<br />[Continuous] When this card attacks, draw a card from your main deck.
Dancer of Alfr	PR	pr026	Resonator	Elf	[g][g][g]	3	0	500	Wind	PR	[Continuous] This card cannot be attacked <br />[Continuous] Void cost for [Race:Elf] resonator you play become 0
Delphinius, the Knight of the Sun [R]	PR	pr029	Resonator	Knight	[w][w][2]	4	900	900	Light	PR	
Ushuah, the Flame Samurai Swordman [R]	PR	pr030	Resonator	Samurai	[r][r][2]	4	1100	700	Fire	PR	
Royal Palace Guardian Mage, Freya [R]	PR	pr031	Resonator	Wizard	[u][u][2]	4	700	1100	Water	PR	
Deep Green Magician, Liz [R]	PR	pr032	Resonator	Elf	[g][g][2]	4	400	1400	Wind	PR	
Zain, the Warrior of Condemnation [R]	PR	pr033	Resonator	Warrior	[b][b][2]	4	1300	500	Dark	PR	
Delphinius, the Knight of the Sun	S	001S,001S-j	Ruler				0//1000	0//1000	Light	S	[J-Activate] {W}{W}{2}<br />[Continuous] Resonator targeted by an addition gains [+200/+0].<br />[Activate] {Rest}: Target Resonator gains [+400/+400] until end of turn.//[Target Attack]<br />[Enter] Destroy all [Race:Dragon] and [Race:Demon] cards in all fields. <br />[Continuous] Your opponent reveals all his card in his or her chant-standby area.
Michael, the Archangel	S	002S	Resonator	Angel	[w][w][4]	6	1000	1000	Light	S	[Flying]<br />[Enter] Each player may put top cards up to two of his or her main deck to his or her lifebreak area. <br />[Activate] Banish a card in your lifebreak area: Activate only at the beginning of your opponent's battle phase. Recover target resonator. It gains [+0/+500] until end of turn.
Rukh,the pure white divine hawk	S	003S	Resonator	Raptor	[w][w][2]	4	600	600	Light	S	[Flying] <br />[Activate] Banish this card: All damage becomes 0 until end of turn.
Ushuah, the flame samurai swordman	S	004S,004S-j	Ruler				0//1200	0//800	Fire	S	[J-Activate] Pay {R}{R}{2} and discard a card from your hand.<br />[Continuous] Your resonators with total cost two or less can attack in the turn it's summoned. <br />[Activate] Discard a card from your hand: Target resonator gains [Explode] until end of turn. This ability can only be used in battle phase.//[Enter] This card deals 1000 damage to target two resonators. <br />[Enter] Destroy all cards in all chant-standby areas. <br />[Activate] Discard a card from your hand: Target resonator gains [Explode] until end of turn. This ability can only be used in battle phase.
Azazel, the blazing charger	S	005S	Resonator	Demon	[r][r][2]	4	1000	200	Fire	S	[Break] Summon this card. <br />[Pierce]<br />[Enter] This card can attack in the turn it's summoned.
Regulus, the King of Volcano	S	006S	Resonator	Lion	[r][3]	4	800	800	Fire	S	[Enter] If there's another [Race:Beast] or [Race:Lion] in any field, this card gains [+200/+200] until end of turn and can attack in the turn it's summoned.
Royal Palace Guardian Mage, Freya	S	007S,007S-j	Ruler				0//1000	0//1000	Water	S	"[J-Activate] Pay {U}{U}{2} <br />[Activate] {2}: You may activate this in a draw phase. Discard the card you just drew and draw a card. <br />[Activate] {Rest}: Target resonator cannot be targeted by spells or abilities until end of turn.//[Enter] Return two target resonators to their owners' hands. <br />[Activate] {Rest}: Target resonator cannot be targeted by spells or abilities until end of turn. <br />[Activate] Discard two cards from your hand: Put ""Leviathan, the Tyrant of Ocean"" into your field from your hand. This triggers [Enter] ability of that card."
Leviathan, the tyrant of ocean	S	008S	Resonator	Dragon	[u][u][4]	6	1200	1000	Water	S	[Enter] Banish all cards in your lifebreak area. Return resonators up to the number equal to the cards banished to their owner's hand. <br />[Continuous] Whenever this card destroys an opponent's resonator in a battle, you may put top card of your main deck to your lifebreak area.
Hight tide dancer	S	009S	Resonator	Mermaid	[u][2]	3	200	400	Water	S	[Enter] Return target resonator to its owner's hand.
Deep Green Magician, Liz	S	010S,010S-j	Ruler				0//800	0//800	Wind	S	[J-Activate] Pay {G}{G} while you have three resonators in your field. <br />[Continuous] Each player reveals the top card of his or her main deck. <br />[Activate] {Rest}, discard a card from your hand: Draw a card from your main deck.//[Enter] You may search up to three cards in your main deck. Then shuffle your main deck and put the cards you searched on top of your main deck in any order. <br />[Activate] Pay {G}{G}{1}: Reveal top of your main deck. You may summon it if it's a [Race:Elf] card.
Amphisbaena, the two-headed dragon	S	011S	Resonator	Dragon	[g][g][4]	6	800	1200	Wind	S	[Target Attack] <br />[Continuous] If this card would deal battle damage to your opponent, it deals double damage instead.
Spriggan, the treasure watch	S	012S	Resonator	Spirit	[g][g][g][3]	6	1000	1000	Wind	S	[Activate] When an addition in your field is destroyed, you may put this card from your hand into your field. <br />[Continuous] Additions in your area cannot be targeted by your opponent's spells or abilities.
Zain, the Warrior of condemnation	S	013S,013S-j	Ruler				0//1000	0//1000	Dark	S	[J-Activate] Pay {B}{B}{1} while you have 10 or more cards in your graveyard. <br />[Activate] {Rest}: Choose a resonator in your graveyard. Return it to your main deck and shuffle it. <br />[Continuous] Whenever a resonator is put into a graveyard from a field, this card deals 100 damage to the controller of the resonator.//[Enter] Each player chooses a resonator in his or her field, then destroy all other resonators and additions in all fields. Then each player chooses two cards in his or her hand and discards the rest.
Astema, the Fallen Angel of Desolation	S	014S	Resonator	Deity	[b][b][3]	5	600	600	Dark	S	[Flying] <br />[Activate] Remove a resonator in your graveyard from the game: This card gains [+100/+100] until end of turn.
Nidhogg, the Hell Dragon	S	015S	Resonator	Dragon	[b][b][2]	4	1200	1200	Dark	S	[Pierce] <br />[Continuous] At the end of your turn, you may pay 500 life. If you don't, banish this card.
Valkyrie, the Weaver of Destiny	PR	pr003	Resonator	Angel	[w][w][2]	4	800	600	Light	PR	[Target Attack]<br />[Continuous] Whenever a resonator is destroyed by the battle damage from this card, you gain gain 500 life.
Chimeria, the Blazing Composite Beast	PR	pr004	Resonator	Beast	[r][r][2]	4	*	*	Fire	PR	[Enter] You may banish any number of resonators in your field. If you banish five or more resonators in this way, this card gains [Pierce] until end of turn and it can attack in the turn it's summoned <br />[Continuous] ATK and DEF of the card is equal to the number of resonators banished by the [enter] ability by 200
Wrath of Sea Dragon God	PR	pr005	Spell	Chant	[u][3]	4			Water	PR	Destroy all cards in your opponent's chant-standby area. Player cannot chase this spell by cards in a chant-standby area.
Guardian of the Treasure Tree,Asdrag	PR	pr006	Resonator	Dragon	[g][g][2]	4	800	800	Wind	PR	[Continuous] Whenever this card blocks an attack against [Race:Treeman]  or [Race:DivineTree] it gains [+400/+400] until end of turn.<br />[Continuous] At the end of turn, recover this, if you have [Race:DivineTree] card in your field.
Black Sabbath, the Ebony Shell	PR	pr007	Resonator	Demon	[b][2]	3	800	800	Dark	PR	[Continuous]This card cannot attack player.
Chilling Ice Blade	PR	pr016	Spell	Chant – Instant	[u][1]	2			Water	PR	As a cost to play this card, banish any number of cards in your lifebreak area. You may rest X resonators in any fields X is equal to the number of bannished cards to play this card.
Black Oath	PR	pr018	Spell	Chant – Standby	[b][b]	2			Dark	PR	[Break] Put this card into your chant/standby area face up.<br />[Trigger] During your main phase, pay 1000life : Put a resonator card in a graveyard into your field. If you play this card while this is face up in your chant-standby area, you may pay 700 insteadof 1000.
Almerius, the magus of light	7	E-MOA-001	Resonator	Six sages/Human	[w][w][2]	4	500	500	Light	R	[Quickcast]<br/> [Enter] Put a knowledge counter on this card. <br/> [Continuous] Whenever another Six Sages enters your field, put a knowledge counter on this card <br/> [Activate] Remove a knowledge counter from this card : Remove target attacking resonator from the game
Duet of light	7	E-MOA-002	Spell	Chant	[w]	1			Light	C	As an additional cost to play this card, rest two recovered light resonators you control. Remove target resonator from the game.
Grimm, the heroic king of aspiration	7	E-MOA-003	Resonator	Human	[w][w]	2	500	500	Light	U	Other light resonators you control gain [+200/+200]
Kaguya, the tale of  the bamboo cutter	7	E-MOA-004	Resonator	Fairy Tale/Human	[w]	1	300	300	Light	SR	[Activate] Pay {1} and rest this card : Put a knowledge counter on target Six Sages <br/> [Activate] Remove three knowledge counters from any number of resonators you control : Remove target resonator from the game
Lumia, the Saint lady of World rebirth	7	E-MOA-005	Resonator	Human	[w][1]	2	600	600	Light	U	Bannish this card : You gain life equal to the damage that was dealt to you this turn
Pandora, the princess of history chanter	7	E-MOA-006	Resonator	Human	[w]	1	300	300	Light	U	[Awakening] {W}{W}:When this card enters your field, search your main deck for a card named « Grimm, the heroic king of aspiration » and put it into your field. Then shuffle your main deck.
Pandora's box of hope	7	E-MOA-007	Addition: Field	Relic	[w][w][w]	3			Light	C	At the beginning of your main phase, remove the top card of your main deck from the game face down. You may look at that card at any time. <br/> Banish this card : Put a resonator or [Addition:Field] card removed by this card into your field rested
Shining Bamboo	7	E-MOA-008	Addition: Field	Treasury Item	[w]	1			Light	C	[Enter] Search your main deck for a card named « Kaguya, the Tale of the Bamboo Cutter », reveal it and put it into your hand. Then shuffle your main deck <br/> [Activate] Rest this card : Recover target resonator named « Kaguya, the Tale of the Bamboo Cutter »
Temporal spell of millenia	7	E-MOA-009	Spell	Chant – Instant	[w]	1			Light	C	Remove target Cthulhu resonator from the game
Zero, the flashing Mage-Warrior	7	E-MOA-010	Resonator	Six sages/Human	[w][w][1]	3	500	700	Light	R	[Quickcast] <br/> [Enter] Put a knowledge counter on this card <br/> [Continuous] Whenever another Six Sages enters your field, put a knowledge counter on this card <br/> [Activate] Remove a knowledge counter from this card : Prevent the next 300 damage that would be dealt to target resonator this turn
Ame-no-Habakiri	7	E-MOA-011	Addition: Resonator	Weapon	[r][r]	2			Fire	C	[Continuous] Added resonator gains [+400/+400] <br/> [Continuous] Whenever added resonator your opponent controls, this card deals that much damage to that resonator's controller
Blazer the awakener	7	E-MOA-012	Resonator	Wanderer	[r][r][r][2]	5	1200	800	Fire	R	[Swiftness] <br/> Whenever a resonator that was dealt damage by this card this turn is put into a graveyard, recover this card. This ability triggers only once per turn <br/> Pay {R} : This card gains [First Strike] until end of turn
Cthugha the living flame	7	E-MOA-013	Resonator	Cthulhu	[r][2]	3	500	500	Fire	U	[Swiftness] <br/> [Incarnation] {R}
Emissary of another dimension	7	E-MOA-014	Resonator	Human	[r][r][1]	3	400	400	Fire	U	When this card enters your field, recover target resonator <br/> Banish this card : Destroy target card in a chant-standby area
Fetal movement in outer world	7	E-MOA-015	Spell	Chant – Instant	[r][r]	2			Fire	C	Remove all cards in target player's graveyard from the game. This card deals 100 damage to your opponent for each car removed this way.
Ghostflame	7	E-MOA-016	Spell	Chant	[r]	1			Fire	C	This card deals 300 damage to target player or resonator <br/> [Activate] Pay {r}{r}{1} : Put this card from your graveyard into your hand
Little Red, the Hope of Millenia	7	E-MOA-017	Resonator	Fairy Tale/Human	[r]	1	200	200	Fire	R	[Awakening] {R} : When this card enters your field, search your main deck for a card with « Granny » in its name, reveal it and put it into your field <br/> Rest this card, discard a card with « Apple » in its name : This card deals 1000 damage to target resonator
Milest, the invisible ghostly flame	7	E-MOA-018	Resonator	Six sages/Spirit	[r][r]	2	600	300	Fire	SR	[Enter] Put a knowledge counter on this card <br/> [Continuous] Whenever another Six Sages enters your field, put a knowledge counter on this card <br/> [Activate] Remove a knowledge counter from this card : This card deals 300 damage to target player or resonator
Susanowo, the ten-fist sword	7	E-MOA-019	Resonator	Myth	[r][r][r][3]	6	1200	1200	Fire	U	[Swiftness] <br/> [Pierce] <br/> [Continuous] If your opponent controls a Dragon, you may pay {r}{r}{r} less to play this card <br/> [Enter] You may add a card named « Ame-no-Habakiri » from your hand to this card <br/> [Enter] This card deals damage equal to its ATK to target resonator your opponent controls
E-MOA-020	7	E-MOA-020							Fire		
Alice's pursuit	7	E-MOA-021	Spell	Chant – Instant	[u]	1			Water	C	Return target resonator your opponentcontrols with total cost 5 or less to its owner's hand. Draw a card.
Alice's soldier	7	E-MOA-022	Resonator	Fantaisy	[u][1]	2	500	500	Water	U	This card cannot be targeted by spells or abilities.
Emperor of millennia	7	E-MOA-023	Resonator	Human	[u][u][1]	3	200	200	Water	U	[Activate] Rest this card : Draw a card.
House of the Old man	7	E-MOA-024	Addition: Field	Residence	[u][1]	2			Water	C	[Continuous] Magic stone you control gains « [Activate] Rest this card : Produce one will of any attribute »
Lunya the liar girl	7	E-MOA-025	Resonator	Human	[u][u][u]	3	500	700	Water	R	When this card enters your field, destroy target Cthulhu. <br/> Whenever a resonator is put into a graveyard from your field, recover this card.
Moojdart, the queen of fantasy world	7	E-MOA-026	Resonator	Six sages/Spirit	[u][u][2]	4	700	900	Water	SR	[Enter] Put two knowledge counters on this card <br/> [Continuous] Whenever another Six sages enters your field, put  two knowledge counters on this card <br/> [Activate] Remove a knowledge counter from this card : Rest target resonator <br/> [Activate] Remove two knowledge counter from this card : Draw a card
Moon incarnation	7	E-MOA-027	Spell	Chant	[u]	1			Water	C	Search your main deck for a Moon addition, reveal it and put it into your hand. Then shuffle your main deck. <br/> [Awakening] {2} : You may put a Moon addition from your hand into your field
Oracle of Tsukuyomi	7	E-MOA-028	Resonator	Wererabbit	[u]	1	200	200	Water	U	When this card is put into a graveyard from your field, reveal the top card of your main deck. If it's a Wererabbit, put it into your field. Otherwise, put it into your graveyard.
Purplemist, the fantasy dragon	7	E-MOA-029	Resonator	Fantasy/Dragon	[u][u][u][2]	5	1000	1000	Water	R	[Flying] <br/> [Continuous] This card cannot be targeted by spells or abilities
Transparent moon	7	E-MOA-030	Addition: Field	Moon	[u][1]	2			Water	C	Magic stone with non-will activate abilities don't recover during recovery phase
Bastet, the elder god	7	E-MOA-031	Resonator	Cthulhu	[g][1]	2	0	200	Wind	U	[Continuous] This card gains [+100/+100] for each card in your opponent's graveyard
Christie, the warden of sanctuary	7	E-MOA-032	Resonator	Elf	[g][g]	2	400	400	Wind	U	Other Elves you control cannot be targeted by spells or abilities your opponent controls <br/> Rest five recovered Elves you control : You gain 500 life and draw two cards
Fiethsing, the elvish oracle	7	E-MOA-033	Resonator	Elf/Six sages	[g][g][2]	4	600	1000	Wind	R	[Quickcast] <br/> [Enter] Put a knowledge counter on this card <br/> [Continuous] Whenever another Six Sages enters you field, put a knowledge counter on this card <br/> [Activate] Remove a knowledge counter from this card : Cancel target spell unless its controller pays {1}
Hansel and gretel	7	E-MOA-034	Resonator	Fairy Tale/Human	[g][g][g][g]	4	400	400	Wind	U	When this card enters your field, draw a card and put the top card of your magic stone deck into your magic stone area rested.
Leaves of Yggdrasil	7	E-MOA-035	Addition: Resonator	Treasury Item	[g]	1			Wind	C	When added resonator is put into a graveyard from a field, put that resonator into its owner's field
Liberate the world	7	E-MOA-036	Spell	Chant – Instant	[g][g]	2			Wind	C	Look at the top three cards of your main deck. Put one of them into your hand and remove the rest from the game face down
Melfee, the successor of sacred wind	7	E-MOA-037	Resonator	Elf	[g][1]	2	400	400	Wind	R	Rest two recovered Elves you control : Produce one will of any attribute
Refarth the wind castle	7	E-MOA-038	Addition: Field	Castle	[g][1]	2			Wind	C	[Continuous] Prevent all damage that would be dealt by normal spells to resonators you control.
Scheherazade the teller of crimson moon	7	E-MOA-039	Resonator	Wanderer	[g][g][3]	5	1000	1200	Wind	SR	[Enter] Choose a race. As long as you control this card, J/resonators of the chosen race cannot attack you <br/> [Activate] Pay{G}{G} and rest this card : Remove target resonator from the game
Wind of gods	7	E-MOA-040	Spell	Chant	[g]	1			Wind	C	Put target fire or darkness resonator on top of its owner's main deck
Aria, the last vampire	7	E-MOA-041	Resonator	Vampire	[b][b][1]	3	700	700	Dark	U	When this card is put into a graveyard from your field, put target Vampire card with total cost 2 or less fromm your graveyard into your hand
Book of Eibon	7	E-MOA-042	Addition: Field	Relic	[b][b][1]	3			Dark	C	When this card enters your field, put target resonator from a graveyard into your field <br/> When this card leaves your field, banish the resonator put into your field by this card
Dark pulse	7	E-MOA-043	Spell	Chant – Instant	[b][b][2]	4			Dark	C	Destroy all resonators with total cost 2 or less
Eibon, the mage	7	E-MOA-044	Resonator	Human	[b][b]	2	400	500	Dark	R	[Awakening]{b}:[Enter] Search your main deck for a card named « Book of Eibon », reveal it and put it into your hand. Then shuffle your main deck <br/> [Activates] {b}{b}{1} : Target resonator gains [-400/-400] until end of turn
Grubalesta, the keeper of magic stones	7	E-MOA-045	Resonator	Human/Six sages	[b][b][2]	4	800	800	Dark	SR	[Enter] Put a knowledge counter on this card <br/> [Continuous] Whenever another Six sages enters your field, put a knowledge counter on this card. <br/> [Activate] Remove  a knowledge counter from this card : Target resonator gains [+0/-400] until end of turn
Hazzard the dark forest augur	7	E-MOA-046	Resonator	Augur	[b][b]	2	0	200	Dark	U	This car cannot be targeted by spells or abilities. <br/> At the beginning of your main phase, this card deals 200 damage to target player or resonator
Mephistopheles, the demon collaborator	7	E-MOA-047	Resonator	Demon	[b][b]	2	300	300	Dark	U	Rest this card : Target resonator gains [+200/+0] until end of turn
